id,type
b6872361,1
37375c3a,1
842d6eca,1
25234825,0
bbeedf24,1
a4cab67a,1
641b6660,0
559e12ec,1
725b3c5d,0
2c0f0152,1
03b10237,1
c15441f8,0
b7e6a8cd,0
ebe8de4d,1
d953812e,1
97991836,0
35bb7252,0
3fc3042d,0
f72070ab,0
e97038ba,1
ada20247,1
5c7e252e,1
b68e644f,0
ab1953cd,0
deacd409,1
23ae80c0,0
d207c4c7,0
af6c0de2,1
8263b34d,1
e67844f8,1
f6ea14bc,0
e7fde8a9,0
411cedbd,1
8a844bbe,1
3db27959,0
d0947c2f,0
9e3636de,0
9898eb39,1
70776ae8,1
a2dd0d2c,0
cedec6fd,1
490a316a,1
bb1bf127,0
b0a79385,1
6511fda5,0
150d8281,1
1b54e7bb,1
b5034f87,1
49950ead,0
90abf6a7,0
15493cbe,1
82bc8caf,0
dc7840e4,1
988b51a7,0
d60dfc3b,0
25c16407,1
9bb2947a,0
46666f64,1
fe39d4f4,1
bd68e9c5,0
72a5ed1c,1
c0e05905,0
d63632dd,1
992ab973,1
dc0167f3,0
557abf54,0
b90c48b1,0
7aabc21f,0
5dda1682,0
69edbb36,1
eaa8e8b0,1
f6c9c227,0
eaceba9b,0
eba25af9,1
9bc77472,1
8bfaa4cb,0
4a8d531e,1
b3060051,1
4f1cb3ac,0
a0ee4f28,1
6f03d127,0
eb8828f6,0
f3b51c81,0
84992594,1
7b8ba398,1
bef23416,1
da558e54,0
08ce5a67,1
ea10a7f9,1
1a7c146f,0
878a3e38,1
4a5d916d,1
afb14d26,1
9e9c8d1a,0
2037c9c9,0
0d64dd55,1
1b69c523,1
4aecc89b,0
fc5eb889,0
c26ff8d1,1
0e98abb5,0
79543cf3,1
e8677534,1
3114cd8c,1
ae39e231,1
b1d20498,1
570c258c,0
0313fdb4,1
17dbae8a,1
f7514735,0
e609acfc,0
d3eaca3c,0
dc864752,0
322ff98c,1
f28f4745,0
c8a642a5,1
9bdada85,1
855d1d66,0
874c3622,1
c410281e,1
0ad7e1ed,1
ee5f6f7a,0
b2024970,0
2a4763fa,0
afbbf23d,1
bce666b5,1
3e1fc608,1
2ebd281a,0
17bf74a8,1
998ad60e,0
53017d55,1
c143ba76,1
7cd1c26f,0
9b14d03a,1
4c2713ae,1
67ede1c7,1
cee2e40a,0
dc209585,0
8a8aec6d,0
4b97bc87,0
d2ba953e,1
10aff8a1,1
9025c4da,1
3ffff1db,1
49e8da28,1
058ec162,1
b34cc98d,1
163fafca,0
b1df1752,0
caeacab9,0
7c945dea,1
23465983,0
c5d0e6ca,0
d650a8f9,1
9d1ae08e,0
8c411954,0
227525b4,1
c53586f2,0
b191e6d1,1
70408aef,0
0075d230,1
1e3af66f,0
f2a1a190,1
d195d055,0
ae61aa75,0
955d5ac9,0
3e09d781,0
c1ea6d56,0
3ff4c3f0,0
5f82e2c3,0
9519083b,0
9d2560fa,1
28b76694,0
214ae743,0
99c209f7,1
1bfebb6c,1
0a61ed45,1
149a4cb0,0
e40c117f,0
1a53315a,0
97b3029f,1
bf371236,1
b73607f8,1
992b399a,1
07c39f9a,1
b5fca686,0
1269d6c1,1
847a9cf6,1
109b820b,0
65752867,1
4d94d4ef,0
82983aca,1
8c5cf01f,0
fec7d28c,1
d6157ac1,1
b9271281,0
1309dce5,0
200cead7,1
d8868f46,1
98c6a2bb,0
04a2cf64,1
105311ef,1
dbedfe41,0
2a39b731,1
486cb841,1
e6398b42,0
e765c997,0
e9e2d5c2,0
529a2413,0
33c29148,0
d2e39418,1
df8d602b,1
2d0bad79,0
f1c119ed,1
7b4a83a2,0
4d5ca4a2,0
b3b8e7c7,0
dbbc4edb,1
e7d7913f,1
d01ca843,1
37ff2000,0
4772c7c6,1
b1972e82,1
ae885a15,1
1034c934,1
ba8fee40,0
def3c706,1
416cfb9c,1
f0a43d23,0
7dd6469b,1
c1bcb12b,0
3c9cbb4e,1
a21c7880,1
dfa265c7,0
947d4e5b,1
f0996212,0
e79c94d7,0
21bb6df1,0
04821f9d,1
abb34623,0
4b15bd5b,0
b64269f0,1
d4cb0508,1
ce026db9,1
194c3a31,1
75eb69c3,0
2939d184,0
0dcbb643,1
d8def6fe,1
7c14c441,0
09decec8,0
f896a806,0
6bba4972,1
034ef487,0
299ab0fd,0
c82264fd,0
fd166006,1
511ad39b,0
211b2a73,1
07f19654,1
02bd43d6,1
067e3049,0
855165ef,0
74d59974,1
9093c0a9,1
e443cb3b,1
601c1baf,0
5cc91626,0
913126cb,1
3c4c1da2,1
014ed5cb,0
ecaba057,0
37676dbc,1
e6236f9c,0
dab9e83e,1
a988a314,1
67bd4266,1
3f720f20,1
6d1612bd,1
bc0de3c7,1
8d8099bc,0
1a029d73,1
73b2e091,0
ed45e247,0
35b9a654,1
4ebfcec2,1
7ba441f7,1
fbc5ada0,0
ece706af,1
0dee6570,1
921c6171,1
cabebc21,0
b8fad211,0
f543ae46,1
95b55fd9,1
0c535264,0
958d76ab,1
f69f36f5,1
cf946cec,0
cdbfd2d6,1
ea5fdff1,0
5fb14b4b,0
8f8c62fa,0
526457fe,0
a0033f4d,1
6547025b,0
0f2917da,0
7c07c774,0
865969d8,1
45c84f55,1
70d4ad1c,1
b1142599,0
42fdcf71,1
afce3cac,1
518fc2fd,0
e8cf21e8,0
e17a729f,1
33124340,0
5880cc18,1
3d6a03a3,1
516d1518,0
3beababc,0
3aed521a,0
b2082ca9,1
c706b534,1
a1c25c6b,0
bfb7d695,0
76dda998,1
89a0aee7,1
dbacbba4,0
ed9cff27,0
8412fe49,0
6bc94630,1
9cbaf28b,0
1e768105,0
5d25dc31,1
b8678ae6,1
1822f2df,1
0054a022,0
4cc60025,1
54e8ab44,1
0ac7b85a,0
9cb3115a,0
6a5ef126,1
d8f7081c,1
b064f14a,1
d24be0ed,1
fa194022,1
dd3c467d,0
13a13a24,0
10d88bc4,0
1c3e7581,0
c9c69241,1
12321d9c,0
313f785e,0
6f51921a,0
92219ee0,0
bcfe444f,0
579544ea,0
40f29543,1
b47c3269,1
4947ea2c,1
7b3c2e85,1
f57254a9,1
77c0aa7b,0
90624898,1
07b476cc,1
995ecfa1,1
d5339cd8,0
b76fd882,0
5422f61c,0
10987e1f,1
6fcaa9d1,1
18495c67,0
529abce2,1
593001dd,1
dae3e363,0
2013a232,0
b229da1a,0
bb2d35ed,1
5acf323c,0
cb2d4380,1
a342fe56,1
16486312,0
ca661657,1
70f7976c,0
3bb2e994,1
299eff85,0
c98cfa15,1
aff19471,0
f8a43b9c,1
ccaf4eff,0
1a1eb663,0
76094614,0
876d4e8b,1
8909a2c5,1
21b0576a,1
cf058b20,0
53bc4a72,1
82408b2f,1
7217b7ec,0
8a336a7f,1
09b2175a,0
35a257c3,0
58838ab8,1
1cf5e6b5,0
28635253,1
21f444dd,0
3d02cee2,0
8875b125,1
05a00e3a,0
6a3aa904,0
4bbc3e05,1
03887308,0
166e23c3,0
5ecf56c9,1
e1391469,0
787f30cd,0
fc046535,0
7678e2df,0
b9d2ac0c,0
271eb021,1
9f0ff6f7,0
b3c7b7cf,0
7f6229c9,1
fdacbf47,1
c2806c75,0
5406e26f,1
49c0a827,0
a6b206f3,1
c60aedc0,1
65b6ffc0,0
60a1d9a8,1
d09fa012,1
6dd434cb,1
1c5dcf35,1
c7ef642e,1
712ca597,1
62cfa0ba,0
e50fa0ec,0
fb001d07,0
432285b7,0
50f39dcb,0
5c777300,0
fb990b96,0
4deb9fd4,1
79446671,1
e92e1710,0
7bd2189a,1
ab5f6d3b,0
a15e67ca,0
622787e5,1
d294019e,0
5806d906,1
5d83c0f2,0
ac5e8b91,0
0e5aedb1,1
a31496d7,0
7645e23c,1
89588a3a,1
a01c1524,1
0ce5d025,0
57406be2,0
a7a807c9,0
8d60d7d1,0
ac210fa5,0
0618740c,0
0cc7efaf,0
e6a130e1,1
911fc886,1
407c9357,0
7c6555bf,0
8abfb28e,1
dc8fce66,0
4f4d55a6,1
2de20c8e,1
dd3e0e93,1
77c3826d,1
0787846d,1
a41407f5,0
c1006267,0
2ffa10f3,1
ff1fed62,1
03925c4f,1
87b6a9b8,1
2c9a38dc,1
971bf098,0
8fab72e6,0
75a90d1a,0
7bca43af,1
9e2962bb,0
d7ec8c1d,1
16fef692,1
8dd827b1,1
423311f7,1
4e3df01f,0
2324b11d,1
9f0b6bd0,0
1f85a34d,1
e4dfb764,1
7d09a812,1
60df5938,1
de29de83,0
26855faa,1
33d2a673,0
64f04018,0
e0e990e6,0
30878603,1
29b2d34d,1
517e3ff2,1
09b1dddb,0
8e479e96,1
2cb80548,1
29d89be4,0
642333c2,1
c0323d9c,0
950b22af,1
84dff94f,1
7af5e7d4,1
3be0b75f,0
9cd96b08,1
12a4e0ad,0
67f2b11e,1
273858d3,0
65258b7f,0
896eaf11,1
4b687394,0
7bef0c0e,1
ede0f860,1
87bc7af1,1
ea448524,1
5a9a8a52,0
0d66b79f,1
434e0429,1
c4f2955a,0
b95c8851,0
f6def59b,0
28c67662,0
8cb8ed34,1
d68f69ad,0
e9d44e45,1
46a7017c,0
9bc80053,0
aa64c0b4,1
b58cfeaf,0
3b7566ea,1
33ddf484,0
e669dc28,0
eb9c1faf,1
0d7cc5d5,1
cfe99357,0
9d04cf26,0
9e730aea,1
1f88d1a4,1
5231c334,0
da3d4ec8,1
eac8b9c1,0
ff6592ef,1
3f72c50f,0
b0015c42,0
11cc0c55,0
9aa0354e,1
2681d05c,1
f975f116,0
b8b5c6c6,1
d4e39db1,1
c07695f1,1
4bc1db89,0
176e0ab6,0
547c7869,0
ff87281a,1
4b5ddcd3,0
d055584d,0
ca6370bc,1
a31a16fb,1
e6f24292,1
7891a74e,0
6b7366a5,1
0c594c87,0
89b85dff,1
8c76d2de,0
10244e79,0
74926915,1
496cb7dc,1
6fb0e9c2,0
a787ff8b,0
9d7c8f90,1
0683ff6d,1
8bbafc5a,0
27800a68,0
2fae27c9,0
44eb5abe,1
bcb04ff7,1
a670af3d,0
929a17ff,1
3ecb55cc,1
7901f2a6,0
c628b45c,1
8684479b,1
41538a97,0
8911e130,0
968dd3f2,0
8349fdde,1
e2c3b4a2,1
78606899,0
68319ba4,1
58361f65,1
f326e935,0
2534b672,1
01660bff,1
c907aadb,0
c3ea5821,1
887343c2,1
58b18c9d,0
0965cea6,0
d2ebb2b0,0
1c274b28,0
3fd35831,1
725ef94b,0
23ead0a8,1
f9282470,1
13b1aab5,1
e652b9e2,0
ba895ba3,1
5a177c89,0
b96b9217,1
b94d266f,1
854240eb,0
fec49de2,1
9d757052,0
c3caff54,0
f28a2996,0
de83c8ec,1
f0730888,1
8a70f08a,1
b3c06943,1
2cc5cff6,0
2aa49d7f,1
9c95a3cb,1
49a39408,0
51b1cd26,0
701e290f,1
9b6985f6,1
1c663c29,1
42db9b5c,1
099e33e4,0
19f5194d,1
2f3d76b0,1
5769d6a9,0
b2eacf84,0
72a23776,0
af7e9ded,0
3aafe1eb,1
e49c9d44,0
979f0f98,1
3807717e,1
fbb061f4,1
0218d799,0
a3185302,0
b27d0614,1
ac2bde9d,1
46775955,0
6dc1f962,1
2a95d45b,0
deb9110f,0
4cc0a4df,1
e3f235bf,1
d7e6f5d6,0
3dc8a3f4,1
894e7d3c,0
05b93a98,1
d88d5ec5,1
32e1a821,0
01b16a2d,0
b19abe64,1
c06e5ed1,0
8c510806,1
dd31d2dc,0
117fa2bc,1
48420f70,1
f88d9d7e,1
2c11d010,0
810c189d,0
c013c8e7,1
9e272986,1
e60bb520,0
cdba8321,0
4745de1d,0
72a346d7,0
becb00ea,1
0793769f,0
80eeed8a,1
80e847dc,0
db6f4a89,1
c69ed9d3,0
66fce6f2,0
5281c11b,1
abb8f786,0
e732128b,0
9f157af5,0
26b35462,0
23e8e404,1
bda070a1,1
3ff736d6,1
76a1f9a4,0
bfc667ef,1
52a09b8e,0
d326e6ca,0
003cd8f3,0
6023d055,1
ad7df318,1
cb3c77c2,1
fbbbbf79,1
3ee51be7,0
25485ed0,1
a25f0648,0
8b744301,1
53ec742d,1
2e69660d,0
d152a1e9,0
9405ad27,1
c6601411,0
8fed767b,0
14b9cfbe,1
fca95d7d,1
e6366c50,1
354852be,0
a4179045,0
65094c90,0
06e8b02d,1
a32fca7e,0
1435c05a,0
43abc7d4,1
2572e7e9,0
e125d7ff,1
6481eaf9,0
26ab21b1,0
a546c855,0
b356646c,1
2549c85a,0
379fb4dd,0
306dcecf,1
ff546eca,1
02f98e21,1
f4420bca,0
2417c461,0
dd2aae70,1
d7fb69f9,0
c390cbce,0
abc48f12,0
e9d87023,1
60c2c590,1
d08ec6e7,1
1e9a990e,1
aed79828,1
d5cc02d2,0
1879d457,0
b070a6bb,1
2f684acc,1
a92d820b,0
ef4fcd60,0
ed76683a,0
302d0bd5,0
77541ef9,0
41af8927,0
2898746a,0
701df3d9,1
3a770a8f,0
4d16a143,1
580d3d32,1
699bc59f,1
acca23d7,0
9adc0252,1
969d6e8e,0
adf01fc6,1
78fd2e68,0
c4a12a4b,0
1e6c6117,1
a9d29494,1
ac23471c,1
8a951a6d,0
0982ec32,0
8686f4e5,1
65b8a85f,1
1a1c5d10,0
02dcd75a,1
00a9c824,0
bf5ea38d,0
b47fbb8f,1
548a3777,0
83d2bee8,1
ed16e862,0
ba2e3071,0
1a458659,0
1f796137,0
ed5a73b5,0
a8f7a1a8,1
077e05ad,1
7d909b8c,1
816c4af9,1
0bfd0e8c,1
362f441c,1
c73da462,0
8c8bb6bb,1
8bf8144e,0
d9db885b,1
3c88ae46,1
b4753c3a,0
b73f4064,0
0cdf2a86,0
984e310d,1
9cb904a2,1
7796eca6,1
6e450ada,0
616d4505,0
8f557427,1
84509f5d,0
e4218c74,1
717ff93d,1
50c6f062,1
85a78c9c,1
396e2618,0
680cafa1,0
7174e2c2,0
dc7070f5,0
f2002bca,0
6de3aa7f,1
9b95389e,0
20787251,1
6360de34,1
143dfb44,1
8dfc3a73,1
34bb4e10,1
c92ef27e,1
b490654e,1
7a084dbf,0
48bc1a62,0
84ec50b3,0
df9f5c20,0
9c728b2a,1
f512559c,0
5bdb1ca9,0
15ba879c,1
72a0101d,0
8b3ed9e0,0
ee34ca6d,1
aa450205,0
e97bff01,1
1cdb9618,1
43e1ce2b,1
56326aa9,0
7d53e8df,1
f8157f8a,1
368c39f2,1
9f60094e,1
26eafd44,0
092dc6fa,1
781b38ab,0
5f949b90,1
253fc42a,1
2eeddbc1,1
a79b6826,1
2ae05116,1
8059fbc4,1
7a69abf7,0
8bb1d4ea,1
eeb0e999,1
97bc031b,1
7d4838c9,1
f735163f,1
98d355e5,1
cce532da,0
a7258f43,0
122e496a,1
088d3fc7,0
936ba122,0
b7fb09bb,0
d7c15da7,1
01278240,1
57f742c6,1
73212dd4,0
162e358a,0
c0e0d8cb,0
c02890a6,0
124c043b,0
22e8825a,1
aeb4d86f,1
c2442c82,0
5656fcc9,0
f7e25630,1
94fb398c,1
b66d5cf9,1
7075417e,1
fb73ac14,0
f30f26a2,1
d1d80e9b,0
5a3ff34e,0
ca20aee5,0
81057ef7,0
63c0e542,0
cf2d34d0,1
fda12b7b,1
9701df9f,1
16b057a7,1
22701932,1
35826b94,0
54468db0,1
45e23108,1
e02c280a,1
e1565b1b,0
e57d4dc2,1
362843de,1
acf1b698,1
4a1f95cf,0
7ddf0645,1
5e58c1f2,1
e3a2d7db,1
4931f289,1
4c56d77b,1
1bc46bdd,1
3554bdd3,0
ff122826,1
d5c32e28,0
6133a387,0
a14d1642,0
60a06901,0
80c9b54f,1
9aef2e25,0
b301c422,0
62bf7766,1
3210e695,0
b040137a,0
cbba1409,0
c4bb6380,0
99090b14,1
0c559ad4,1
9f554d4e,1
e4460d55,1
9ef0f82e,1
d29c045d,0
e3054c34,0
8eb5cb33,0
8cc5ca25,1
e0ec868e,1
2c831228,1
f73de8a3,0
6c03905b,0
9de3b1c0,0
0ea0d658,0
d87199db,1
f28ed3e0,0
f2749ddc,1
f524f31f,0
c55c14ef,0
af5069d4,0
b24ac9c3,1
182e09db,0
31895aba,1
f9d2bd73,1
f8ab5216,1
4ad53acb,0
5ee123bb,0
d220d966,1
e859ef07,0
554d964d,0
92ce630a,1
59b6abf3,0
aa891da9,0
8d41d6dc,1
0d3c783c,1
81aac7e1,1
4308d82e,0
f58c3d52,1
15495c6e,1
49298fc4,0
09b39670,0
70dc89c7,0
600b833a,0
b84614ba,1
1a404af4,1
a84191f5,0
d7694881,0
cf2e31ef,1
045e0301,1
c28bf2a3,1
290c4255,0
6f9be611,0
23c85598,1
e73a0b64,1
73bff4c8,1
17d78b17,1
0dab6859,0
a9c47296,1
a02a0c24,0
5c1833f0,0
b9dc0dd9,0
fa6f179f,1
f1f4d5f7,0
0dbb5ce3,0
213f36cc,1
a58ae551,1
47404a83,0
93e9c6e7,1
65465cac,1
44130f6f,0
696c3f06,0
eab84f54,0
bfa51660,0
9145ae1d,1
033563da,0
1f86b049,1
c1bc8b72,1
e976468d,1
2cd6560d,0
4aaafbdd,1
184ee499,0
5608b7ed,0
87060b21,1
0638a302,0
acac425f,1
c7bcbb39,1
b64a32f8,1
aad0db4b,1
d6a79a46,0
5eb7f30d,0
7669f44a,1
5d3b6537,1
c206cd42,0
54582875,0
931ab287,0
55e17f13,0
e5482f0f,1
f83e464e,1
44bc8d8b,0
47a4f6e2,1
1581ef75,0
92638212,0
d55d9a69,0
9714aa6b,1
7c29aba1,1
fcb34f24,1
9f3f14a1,0
4215a588,0
61c4127d,0
6008bab6,0
6775ef72,1
00ea8a75,0
7c4f9e32,0
5fb8c8d2,1
28446813,0
758048ef,0
93f6d2ab,1
23e5497a,1
ef9a71a9,0
fc2d86ba,1
d400ff85,0
502d1d89,1
6a61e612,0
42b5550e,1
09e15b19,0
d38a5f74,0
23167ddc,0
72555c71,0
1e12133b,1
f015a642,1
a2bd8bf6,1
d28773c4,1
78e461b7,0
75e56975,1
98da52a5,0
f14489d3,0
