source,target,tran_id,tx_type,base_amt
5fb64529,06dc5818,228233,4,312.17
5f8b0d6c,d520e0ef,228408,4,528.13
28635253,c462b032,228622,4,189.12
35ca5309,fafb6f18,229071,4,720.44
007f76dc,a0c0f52c,229254,4,307.27
2cd8bea4,4976ddd7,230478,4,901.41
55e17f13,851a7a97,230596,4,949.04
34785412,f9ea7fb0,232647,4,800.0
642333c2,fb7d080d,234080,4,159.37
c6abd04e,e6649739,234179,4,920.94
3ab1e6ec,7796eca6,235814,4,686.01
e1022fa1,8c0d3e73,237276,4,819.86
ef581bca,c892c166,239284,4,993.62
8cdb6095,fc11ae55,240376,4,644.5
fb80f973,c00edcc9,242249,4,930.63
7c91e960,e6602e38,243356,4,1040.78
82477720,ac23471c,245123,4,498.76
d8120cd1,e2140b24,246944,4,325.83
3d9f6c8c,38dd96aa,247584,4,908.84
89023627,208d7af9,249802,4,147.01
35d9e14d,ea20f3ea,250235,4,356.13
658b5e23,e134f768,250299,4,972.12
36377e59,1236371a,250741,4,711.04
a8c5a098,09e15b19,250934,4,745.12
b6bb3d19,c503eaae,251316,4,209.02
5f2a1de0,ee4dc24f,251529,4,972.85
c90a9623,d434d607,253457,4,674.3
d434d607,9b66e49c,253765,4,844.42
c5246943,65cb8de0,254312,4,700.04
1147dcdd,d6a47d87,255040,4,175.91
970c9a3d,c2ee0549,255608,4,418.97
0ad3ffb8,e49705a7,255675,4,660.72
dfd97cbc,b6f73671,255890,4,741.38
9dbe71be,902154d0,256092,4,248.86
7c43c3fd,a58fe4a3,256425,4,778.09
c0ece001,5da13f25,256866,4,525.47
efaa022f,98461757,257981,4,291.26
a988a314,a6eff4e1,259633,4,454.87
faffebab,e0c43d5b,261569,4,511.34
ef3506a0,f1e2963b,262597,4,613.46
f25d2e0a,56c7e144,263031,4,713.89
3d41542b,48420f70,263750,4,681.41
eac8b9c1,9e72db8c,268695,4,859.66
2b9deb4e,f2dce2c6,271557,4,610.13
8cb3bd3d,2a318832,274468,4,621.38
bd0893b7,011776ac,276338,4,424.63
ba504e94,d45486a1,276399,4,303.03
7fcbefde,24f2bf46,279120,4,564.25
b6bb3d19,0468d2c7,280385,4,956.46
8a951a6d,eb9c07a4,280602,4,152.2
fa1f8b9b,27800a68,280659,4,577.98
fc0cfae4,9969afdd,283456,4,500.45
27800a68,da3d4ec8,284944,4,870.94
c6d05e8e,027a08a7,286108,4,118.4
bd0d68cb,d7ec8c1d,286323,4,797.8
cbc46316,255f6669,286521,4,525.67
dd5bcef5,ea4a13d3,288473,4,724.28
6aa857df,4c97d374,288998,4,738.23
902154d0,462568a4,289649,4,372.82
a201f6d5,7f1ca1a9,293243,4,786.97
1ec94ab9,1c5ff0bf,294136,4,459.61
57aa76cb,5a3ff34e,294870,4,265.24
a0c0f52c,0c75be81,299487,4,132.04
b775f3ef,70eb25e0,301798,4,650.99
17d78b17,323e5bf7,302825,4,188.73
4634da5d,565b3189,303632,4,543.87
cd30abba,9fef99aa,306072,4,951.95
42516f28,353c1253,308619,4,1005.41
69396591,f83e464e,309434,4,285.75
bcc01401,9ddc15ef,310188,4,173.17
4fd259ca,641897bb,311703,4,138.32
858a79e4,24b7a052,311716,4,717.82
de00cff2,5a2f601e,311803,4,606.73
d61a3f38,8471b637,314065,4,400.03
4ac9a922,b6a2474e,314148,4,407.56
7e9cbcdb,10415157,315628,4,988.04
13a13a24,fd79d32a,315781,4,635.61
a2969ca3,86a88b85,317762,4,706.2
8795cd2a,30b22714,318858,4,745.87
b563328b,30520635,320632,4,282.88
28b8b164,aef98ca2,321932,4,184.5
0d692eec,48fa1dbd,321969,4,663.46
4d94d4ef,b1142599,322700,4,920.82
d5178cd3,eb825e9f,324084,4,242.64
52d8b9c6,02536db4,325848,4,745.34
f1d3babc,27927b28,327563,4,823.49
6f45b16b,e8a60aea,327733,4,493.36
3ab5d544,e5cd7b59,328279,4,269.78
8a1c26b4,8426d482,329725,4,431.05
50f39dcb,065697d1,330787,4,122.26
cdc1e507,ea4a13d3,331295,4,655.56
1147dcdd,d6a47d87,335202,4,694.94
5316063b,9bdca776,336694,4,179.55
3902a225,716cd7a2,337873,4,865.3
4b57ddf6,28847074,338173,4,241.65
af502a0c,81057ef7,340023,4,742.7
780d43b6,9d0a627f,346396,4,979.3
e44c874c,02255479,347775,4,373.61
d40c9dfe,98414cba,348374,4,889.81
bd0d68cb,d7ec8c1d,348799,4,894.82
b500cfda,56326aa9,348851,4,839.4
751ff144,de1a6a64,351017,4,571.85
090557d8,8b0a4b67,351141,4,171.54
ccf18767,f3fccdef,351280,4,633.63
37676dbc,ab1953cd,351750,4,855.8
9fef99aa,65636b63,351954,4,986.19
e68ede00,e960082c,352674,4,396.96
87cab6ba,722432cc,353501,4,763.57
7dc400c5,31ea720b,356149,4,210.65
9a3f2333,3a63a8fc,357220,4,870.75
d669f5e4,3296a76b,358599,4,265.25
ce9523ce,b5b6f6cb,359796,4,887.86
6d181593,bbc6a259,359930,4,466.15
62427b5e,123ffb78,361204,4,134.17
7c945dea,5bc465eb,361387,4,545.96
f6d0e8cc,29402fac,362173,4,531.04
2906ef08,c09700c2,362324,4,546.76
4a1c2abc,db421378,364127,4,305.29
bb2d35ed,5fb64529,364194,4,782.63
d162a0c2,dd236725,368548,4,805.91
94662093,9072855c,369410,4,993.71
c02b874f,eb825e9f,370123,4,241.61
c19ef1d0,5fc5b52a,370501,4,313.21
368a1c21,fe2c3551,371545,4,951.7
e9d87023,5078e0ef,371765,4,730.79
ad548760,bafb9ca4,371863,4,350.51
eef1c706,15a28301,372733,4,420.95
df5e157e,df4c5097,372890,4,521.01
b937769b,21385bf8,378385,4,618.82
e16513a0,a106d556,378702,4,584.79
1d8cddcf,74541fce,379950,4,217.65
bd776e58,c6b3d577,380065,4,943.84
27d0f368,403bd3cd,381035,4,897.29
ea4a13d3,c907aadb,381484,4,557.59
21f444dd,acd60eca,381626,4,644.94
24aa03bd,3153183e,382223,4,817.86
770e77e8,658b5e23,384788,4,745.2
50676532,090f42e3,386689,4,467.6
43d80e32,ff6592ef,386888,4,205.14
f2e61eec,ae3db659,388396,4,722.08
2cd8bea4,ac210fa5,388859,4,583.69
1c3e7581,5cc91626,395745,4,795.15
a1b4f889,579544ea,397310,4,982.24
f24d2ae1,bdd8edbd,397549,4,336.49
c00edcc9,e9bed8ca,398172,4,402.92
353c1253,6d4543d6,399218,4,998.11
a8c5a098,09e15b19,400982,4,401.67
12a388ff,57a89b0a,401778,4,912.06
2d55d62a,1575ae60,402253,4,575.23
3c80d5e8,e1bfd83d,402896,4,295.94
36b4b43e,b0fe7e18,404579,4,896.63
c075ef6b,cbf87679,407209,4,478.28
432285b7,6936efd0,408356,4,526.32
5bb7d5ae,48c76534,408870,4,453.28
a9377b84,48bb1afd,412039,4,228.07
82983aca,b47fbb8f,413073,4,840.75
d5c32e28,f9660357,413891,4,917.97
73bff4c8,cc8c0dfc,414359,4,857.52
f1e2963b,af870bd2,415982,4,196.47
309ccbb4,1cf5e6b5,416128,4,446.84
6c19311a,abc48f12,416177,4,708.83
ae3db659,5c6c4caa,416399,4,142.29
454c6031,0806b997,417183,4,490.19
868ffb90,a2b5af3d,419000,4,210.75
e9d87023,5078e0ef,420485,4,269.76
46c9d9d9,5e37cb1f,422491,4,502.58
0ebea498,e1e05c42,424170,4,887.34
9cf8c71b,2cfe2f20,429449,4,637.15
9b6985f6,9abbcdd5,430332,4,737.76
3446be4b,dec34bc5,432399,4,254.49
fa6c5966,e8cf21e8,434679,4,180.07
5d2265fe,d8e3e540,434958,4,792.28
39ca050c,0be7b74d,438830,4,621.45
5a99160f,a87a051f,439650,4,398.91
af502a0c,81057ef7,440693,4,835.52
0f1b01cc,889012e5,441584,4,471.32
16ec3845,fefc877e,442656,4,748.38
62d150c2,fb001d07,443137,4,752.8
1c5ff0bf,8b387f8d,445154,4,210.27
37971481,3296a76b,445171,4,967.27
11edd6e1,fc5eb889,445522,4,537.51
a748d074,098e7a4e,445903,4,279.97
c437a8a9,33a40925,448126,4,967.93
68a73be6,0af17201,453185,4,574.66
3c4c1da2,6a595564,453436,4,778.0
1e6c6117,eb825e9f,453443,4,265.46
6ac59153,751ff144,453707,4,621.38
dfe80718,d7434a6d,456314,4,211.07
e6846355,c8557265,456674,4,681.18
c0ece001,5da13f25,456851,4,721.9
7412e463,e39ceca8,457460,4,128.16
d5c4f6af,05671106,458064,4,354.53
bee5898e,67c77aa7,459762,4,820.62
c2982b13,71202d75,461342,4,509.17
239dc12c,3d18f3c3,462718,4,271.2
08e06037,6fdbe27b,463082,4,136.36
e8f3ad8d,13a13a24,464340,4,217.29
c14f4989,2f809b0a,464824,4,371.02
5fb64529,06dc5818,467895,4,295.94
6f45b16b,e8a60aea,468316,4,887.11
c462b032,f67a07fe,469005,4,420.92
97616123,112ccfaa,472782,4,661.87
b73f4064,538445d1,472859,4,105.08
1371fc56,15678fb4,473385,4,792.29
3fe607ba,fb40ff69,474012,4,131.88
f8ab5216,5ecf56c9,474564,4,329.83
3272879c,0e52369c,476667,4,272.59
d9e53695,dabbbe06,477099,4,695.92
9d2b6a80,fabd399d,477284,4,344.08
b80248d9,d1db5340,477757,4,537.99
10506446,a2431bca,478705,4,810.61
d7291c4c,c9b585a4,479206,4,668.64
d18c79d0,18e5481c,479802,4,185.01
b191e6d1,d2ba0917,481973,4,134.6
6a0532c4,66305c5a,483946,4,310.38
449a724c,056afa41,485103,4,580.97
80d9b37e,7afc4353,489758,4,317.92
59b6d299,4ff9259d,490568,4,725.44
486245f7,4cc60025,490617,4,689.64
2f3d76b0,65258b7f,491672,4,151.29
d0df3da8,405028d9,493058,4,264.81
acd60eca,f918dc78,493753,4,219.78
5c3b46d5,94a1ba91,495225,4,683.54
3d29e3d1,f143b288,496781,4,572.65
bfa8dd3d,6f3920a6,497874,4,621.16
790348f1,5c990cc3,501269,4,283.52
fa68d325,6133a387,503377,4,218.81
a3f4346e,70c0832b,504537,4,719.93
117fa2bc,4471c138,505138,4,223.47
044744be,f28b223b,510757,4,317.48
d0df3da8,3d75db5d,512041,4,142.74
3fcbfffd,97616123,514681,4,502.96
504055c4,5b6d322a,515287,4,895.46
d6a79a46,35c2f5ff,515752,4,624.04
34554a18,53241856,518441,4,940.46
7af5e7d4,32c75683,519954,4,577.25
090557d8,8b0a4b67,520983,4,763.63
42a20f9b,27197412,526667,4,535.59
cb73ab08,fdbb1adc,527738,4,393.43
796534a8,a2969ca3,528692,4,172.84
ab9bbff0,2770c0d4,530325,4,124.62
d4cb0508,e816b73d,531391,4,119.51
969759cc,28847074,532755,4,251.82
d74bf4cf,6bc0f307,533462,4,405.51
421fec5c,7519c6c4,534509,4,1012.4
eed50f22,734a3e9c,535220,4,632.6
4afc3029,8f916238,535839,4,1005.19
dfe80718,d7434a6d,537558,4,763.0
2cc5cff6,ff1e0e8e,539958,4,488.7
255d359d,5c96e712,540448,4,271.71
12615474,a54a85a9,540873,4,844.85
f88d9d7e,8a70f08a,541008,4,507.33
f50e559a,10b21ecc,543751,4,844.36
dd8f6b34,bae4c0c8,544198,4,455.71
17d0b04d,5f82e2c3,545649,4,580.6
1fc7979d,6a61e612,548304,4,869.07
b80f2b70,c2255dbf,549520,4,927.08
76f12814,d3e07ed3,550412,4,461.34
ac7ed335,5807c25c,552403,4,437.15
fc11ae55,ea65a6f5,554364,4,409.74
73bff4c8,68c0230d,554653,4,455.68
851dbf15,ea70ab72,556259,4,571.34
672c6aa9,bd41550e,556894,4,480.58
ade6c12a,4578cb35,557368,4,507.86
13f45c3c,cae064ec,558122,4,945.24
c138e908,53241856,559131,4,623.14
2fae27c9,5769d6a9,559892,4,460.09
90da97aa,36377e59,560096,4,618.88
b81b821e,08c3287c,560320,4,990.48
2037c9c9,8a3931e3,560818,4,757.71
f81bd584,9c95a3cb,561632,4,212.39
62bf7766,751906d8,561727,4,667.61
acd60eca,bdbc8882,561910,4,443.46
4a348ed8,fffc03be,565086,4,308.19
f8157f8a,acd60eca,565300,4,863.71
79446671,ee9ec11c,566066,4,337.96
41052991,28926a99,568753,4,747.8
e6602e38,7c91e960,569200,4,632.06
050f11f9,68c0230d,573112,4,410.4
306dcecf,ca20aee5,576396,4,811.06
870914f8,7f1cdf2c,576593,4,190.23
c434d818,ae2bf574,578906,4,212.39
e44df907,293e2626,578949,4,377.59
312cd980,b312fbea,579922,4,650.13
6ef08731,d8868f46,581252,4,145.58
7077f863,d09dbfd8,581422,4,947.64
35414fa4,d3540baf,583497,4,222.17
1b70a6ff,a2ba11af,585421,4,288.79
c14f4989,2f809b0a,586179,4,718.13
4aecc89b,00a73023,586500,4,641.32
27cd9caa,8bd4adf9,589104,4,574.72
8d2d4c59,bcf5fe53,589499,4,409.98
0d004f92,595bcc8f,589620,4,687.26
b8522e65,0e364ba6,590331,4,441.61
913126cb,052f2299,591758,4,352.95
fa06ee17,00df0a4b,592167,4,952.41
64cca309,89eed99c,592542,4,889.14
b0ef1f99,01b16a2d,596132,4,510.74
27800a68,91ac90a4,596310,4,706.26
780d43b6,9d0a627f,597517,4,799.79
8795cd2a,562765c9,597804,4,375.88
92cf8d33,b2efe3c6,597838,4,226.28
dfb75a15,d207c4c7,599157,4,422.9
f72070ab,9ee64562,599373,4,419.39
49203bc3,a74d1101,601681,4,770.55
787f30cd,2c47e2ae,601889,4,338.28
23c85598,5b046cb3,603326,4,776.16
c0781220,baa2ebec,605223,4,634.2
9bf11401,493d34f2,605241,4,269.52
5806d906,d7ec8c1d,607399,4,606.01
1f77e7b6,355a7e27,609433,4,256.68
856d7911,bdc39a68,610629,4,255.77
62e22274,809ce967,610777,4,282.67
2ae67987,e2f2d029,611726,4,169.86
df5e157e,df4c5097,612082,4,139.22
6a9a7f63,6704eaa7,612356,4,547.09
9fef99aa,65636b63,612597,4,686.07
7c07c774,a4e3809a,618295,4,399.62
266ff43c,c2da24d9,619511,4,434.13
ea40ab64,e5f49719,619797,4,695.12
a14e37d6,57292b8e,623644,4,267.85
caeacab9,eae0c76f,624145,4,485.98
24bf603c,4a5d916d,626066,4,282.29
5348bbcb,4ebfcec2,626342,4,425.08
8073912e,f14489d3,627716,4,350.76
bd0d68cb,d7ec8c1d,628252,4,633.07
b1644c1b,ca0967a6,628755,4,364.18
e0dd771f,dd8f6b34,630801,4,576.68
715f3adc,0574a278,631488,4,397.65
d86e12f0,d4d531e1,631868,4,382.79
bca39b70,982a1e97,636590,4,264.0
4000b060,a7ee6701,637888,4,758.37
51eeae7e,2013a232,639393,4,440.94
b16ff7ed,2d35b8ab,639895,4,756.75
1b710efa,2069e853,643225,4,505.17
a745c7bf,a9bdd641,644144,4,351.65
117fa2bc,4471c138,646176,4,452.27
ce5d561b,d152a1e9,647198,4,457.64
2a5ba2da,a71f91bc,647534,4,342.93
9cece6a5,d6a79a46,647942,4,322.32
7fcbefde,207a8e72,649862,4,795.03
d027c7bf,7678e2df,651851,4,231.63
a20cd205,a1fcba39,653451,4,224.29
16486312,4aa253b3,654272,4,159.02
72807a65,df55d9a2,654867,4,423.3
baf417e6,a2431bca,655838,4,160.79
e299f36b,20584ae0,663893,4,749.56
6f6673ed,13e87113,664251,4,995.12
9bf11401,493d34f2,665514,4,306.6
5231c334,9154ca7c,670421,4,625.91
16ec3845,e49c9d44,672657,4,470.81
f049f738,988bfa87,673653,4,470.59
cbc46316,255f6669,677090,4,692.45
20cff22d,0f0028c1,678095,4,494.05
77c3826d,2d1772de,679877,4,468.19
1575ae60,d56eebcf,681118,4,652.11
7f7f31e3,9e272986,681559,4,458.2
6adf6f51,abc254ca,681674,4,669.46
febdf5ee,f9ea7fb0,682845,4,224.55
01d9792e,b64f0e83,683130,4,708.61
3bb962c0,79e00b3c,684168,4,103.54
ed8ddccb,7b8a8c9a,687531,4,741.52
0c81ba35,df547018,688562,4,530.44
ce6e768e,f975f116,692091,4,785.72
7c5f375e,cbc46316,692396,4,696.11
492ca2ae,d0942305,692942,4,116.9
d284617c,ac0249ea,695980,4,712.72
970974e2,95e3306a,696995,4,443.3
b791803f,7ec5f1b3,697230,4,369.09
4000b060,5806d906,698293,4,833.25
5f8e2e5d,b09f2f79,698996,4,307.73
7c945dea,5bc465eb,700833,4,820.61
aad0db4b,7f367310,702000,4,628.8
161a97f9,09decec8,703116,4,539.56
b1d8e4c2,d44a5b84,703454,4,204.97
f55fcfa8,d7a0ca48,707553,4,138.02
6591624f,bcfe444f,707930,4,182.31
dce69649,0a60f042,709374,4,654.28
2c700be9,72555c71,709575,4,393.06
f7e25630,eaceba9b,709965,4,703.25
2fd740da,84bf3acc,710174,4,412.73
95aac0c4,3a63a8fc,710679,4,710.36
4a1afd72,ebe1a364,711484,4,608.01
a3f4346e,70c0832b,713878,4,855.21
b0ef1f99,01b16a2d,716012,4,151.58
49203bc3,a74d1101,716144,4,863.34
1b70a6ff,9072855c,716230,4,821.73
867df0cf,72a5ed1c,716707,4,345.19
0a55bd9f,19c0f6f7,718269,4,204.21
4b57ddf6,00fc0af3,719300,4,814.78
7cdb3084,102fc91e,719891,4,193.47
d294019e,a68e860a,720296,4,321.0
1575ae60,d56eebcf,721035,4,828.19
46997074,f2dce2c6,721109,4,621.81
f9660357,1a029d73,722735,4,442.81
4321a6a3,993b150f,723563,4,512.31
84dff94f,ea20f3ea,725548,4,983.95
9bf11401,493d34f2,726270,4,226.28
afe01c18,e1e09787,726427,4,166.71
fbbbbf79,dfee3a58,727820,4,453.96
9cf31a21,977be103,730146,4,370.21
9ed81e75,3bac3d48,730383,4,811.91
c0c97fb6,e16513a0,730683,4,768.15
7f367310,b5ef5c29,733827,4,563.7
1b70a6ff,a2ba11af,734099,4,945.33
04f09ce5,4112bdc7,735844,4,970.24
8eea04a2,8a1b8228,746150,4,868.27
acd60eca,fb2c4271,746401,4,984.29
b0d578c7,49540c9d,747610,4,379.89
0d64dd55,8c324919,748355,4,648.79
397d6734,d44a5b84,749530,4,539.44
9cf31a21,977be103,749802,4,127.5
9f570713,ffa51ef4,749937,4,496.8
fec30987,9ed81e75,750486,4,426.62
312cd980,39bfa690,751485,4,749.57
86687c66,a0c0f52c,752719,4,197.29
7d6aa50d,889012e5,752968,4,381.18
f0688709,bfe5c4af,753025,4,697.49
b73c0187,9b5f2caa,753766,4,735.98
7f7f31e3,5cc91568,754511,4,905.82
1147dcdd,9b6239bf,755891,4,600.2
5316063b,9bdca776,757731,4,971.75
6e919020,f9d2bd73,759195,4,926.17
94662093,69396591,759967,4,630.56
0d91512f,65c1be55,761292,4,888.94
2a258d0e,511ad39b,761571,4,791.76
157ee6f9,7ee8e124,767516,4,262.27
408c2657,f9ba5fcf,768171,4,734.78
582f6140,007f2674,768447,4,915.72
42516f28,2ffd748d,768789,4,607.69
de1a6a64,79d397ba,769249,4,519.36
0d004f92,595bcc8f,770763,4,935.06
5d2265fe,7fdfc027,771081,4,531.01
d9bfbfbf,f61ca3fc,771243,4,140.2
c41eea45,28ff5809,771661,4,415.43
0dd32d97,3d6a03a3,773556,4,145.55
3c86a9bb,70d8d079,773977,4,587.22
17b2f904,83b320a3,774402,4,469.13
2aa49d7f,b3a1cc4e,776228,4,402.88
7412e463,e39ceca8,777910,4,481.44
b1644c1b,f9f93192,778343,4,952.24
585ba189,8a509bb6,779141,4,1065.24
d22296a8,bd0f6ade,780033,4,672.99
44eb5abe,c6a2b87f,780134,4,250.68
6bc0f307,5b046cb3,780605,4,689.07
bd59457f,1e3af66f,781239,4,407.98
bc078f5f,59ce8d37,783216,4,156.89
642333c2,bdd8edbd,784663,4,259.93
dc7840e4,d027c7bf,785583,4,227.84
088fa04b,57aa76cb,790757,4,997.29
da0a7222,71b478ab,790813,4,127.63
fabd399d,9d2b6a80,791670,4,528.06
2573153b,cdd92a6a,792314,4,230.63
0fcb0164,5e17061c,793110,4,185.54
ad8c3352,40cff99a,793570,4,318.54
399ea4dc,db421378,794130,4,900.47
974dacb7,cbf42d34,798779,4,1032.99
4ac9a922,d4ec0298,799227,4,312.11
01fc1b0c,ffb07a36,799477,4,740.21
