alert_id,alert_type,is_sar,tran_id
22,fan_in,true,47663
22,fan_in,true,47667
22,fan_in,true,46151
22,fan_in,true,46166
22,fan_in,true,46172
22,fan_in,true,49088
22,fan_in,true,46157
23,fan_in,true,940941
23,fan_in,true,939567
23,fan_in,true,938074
23,fan_in,true,939568
23,fan_in,true,940943
23,fan_in,true,939554
23,fan_in,true,939553
24,fan_in,true,828342
24,fan_in,true,825561
24,fan_in,true,828346
24,fan_in,true,827009
24,fan_in,true,827008
24,fan_in,true,828359
24,fan_in,true,828339
24,fan_in,true,827010
25,fan_in,true,612279
25,fan_in,true,615357
25,fan_in,true,615358
25,fan_in,true,613850
25,fan_in,true,613851
25,fan_in,true,616676
25,fan_in,true,616678
25,fan_in,true,613845
26,fan_in,true,739469
26,fan_in,true,741032
26,fan_in,true,741035
26,fan_in,true,739462
26,fan_in,true,739438
26,fan_in,true,741034
26,fan_in,true,739464
26,fan_in,true,739444
27,fan_in,true,981164
27,fan_in,true,982549
27,fan_in,true,981167
27,fan_in,true,981162
27,fan_in,true,979701
27,fan_in,true,982552
27,fan_in,true,984123
28,fan_in,true,181143
28,fan_in,true,179729
28,fan_in,true,178201
28,fan_in,true,182593
29,fan_in,true,202794
29,fan_in,true,201286
29,fan_in,true,201283
29,fan_in,true,200010
29,fan_in,true,202788
29,fan_in,true,200012
29,fan_in,true,200011
30,fan_in,true,223321
30,fan_in,true,226084
30,fan_in,true,223318
30,fan_in,true,224680
30,fan_in,true,226083
30,fan_in,true,223328
30,fan_in,true,226085
30,fan_in,true,227520
31,cycle,true,649871
31,cycle,true,649874
31,cycle,true,649872
32,cycle,true,456797
32,cycle,true,456799
32,cycle,true,456801
33,cycle,true,50443
33,cycle,true,50444
33,cycle,true,50447
34,cycle,true,356400
34,cycle,true,356401
34,cycle,true,357811
35,cycle,true,991159
35,cycle,true,991162
35,cycle,true,992602
36,cycle,true,820061
36,cycle,true,820064
36,cycle,true,821379
37,cycle,true,537418
37,cycle,true,537420
37,cycle,true,538874
38,cycle,true,478765
38,cycle,true,478767
38,cycle,true,478766
39,cycle,true,108418
39,cycle,true,108422
39,cycle,true,109861
40,cycle,true,47668
40,cycle,true,47671
40,cycle,true,47676
41,cycle,true,182594
41,cycle,true,183955
41,cycle,true,183954
42,cycle,true,301681
42,cycle,true,301683
42,cycle,true,301687
43,cycle,true,498546
43,cycle,true,498547
43,cycle,true,498548
44,cycle,true,445616
44,cycle,true,445617
44,cycle,true,445619
45,cycle,true,139737
45,cycle,true,141228
45,cycle,true,141223
46,cycle,true,909463
46,cycle,true,911106
46,cycle,true,911108
47,cycle,true,269400
47,cycle,true,270931
47,cycle,true,270932
48,cycle,true,491472
48,cycle,true,491473
48,cycle,true,491475
49,cycle,true,742361
49,cycle,true,742362
49,cycle,true,743843
50,cycle,true,906746
50,cycle,true,908099
50,cycle,true,908102
51,cycle,true,376429
51,cycle,true,376430
51,cycle,true,377803
52,cycle,true,72111
52,cycle,true,72112
52,cycle,true,73517
53,cycle,true,866908
53,cycle,true,866915
53,cycle,true,868247
54,cycle,true,444229
54,cycle,true,445613
54,cycle,true,445618
55,cycle,true,952737
55,cycle,true,952741
55,cycle,true,952739
56,scatter_gather,true,40472
56,scatter_gather,true,40460
56,scatter_gather,true,40481
56,scatter_gather,true,40467
56,scatter_gather,true,41887
56,scatter_gather,true,46159
56,scatter_gather,true,47670
56,scatter_gather,true,44775
56,scatter_gather,true,46148
56,scatter_gather,true,44776
57,scatter_gather,true,327446
57,scatter_gather,true,327431
57,scatter_gather,true,328877
57,scatter_gather,true,328876
57,scatter_gather,true,327434
57,scatter_gather,true,328880
57,scatter_gather,true,328886
57,scatter_gather,true,334597
57,scatter_gather,true,330270
57,scatter_gather,true,334598
58,scatter_gather,true,677518
58,scatter_gather,true,677517
58,scatter_gather,true,676022
58,scatter_gather,true,677519
58,scatter_gather,true,677515
58,scatter_gather,true,680480
58,scatter_gather,true,684999
58,scatter_gather,true,684997
58,scatter_gather,true,684995
58,scatter_gather,true,680481
59,scatter_gather,true,547460
59,scatter_gather,true,547461
59,scatter_gather,true,547462
59,scatter_gather,true,547459
59,scatter_gather,true,547463
59,scatter_gather,true,553088
59,scatter_gather,true,548848
59,scatter_gather,true,551663
59,scatter_gather,true,548844
59,scatter_gather,true,548839
60,scatter_gather,true,1029578
60,scatter_gather,true,1029572
60,scatter_gather,true,1029575
60,scatter_gather,true,1029577
60,scatter_gather,true,1029573
60,scatter_gather,true,1033783
60,scatter_gather,true,1032487
60,scatter_gather,true,1032484
60,scatter_gather,true,1032491
60,scatter_gather,true,1032481
61,scatter_gather,true,786500
61,scatter_gather,true,786505
61,scatter_gather,true,786499
61,scatter_gather,true,786498
61,scatter_gather,true,786506
61,scatter_gather,true,789226
61,scatter_gather,true,790779
61,scatter_gather,true,793799
61,scatter_gather,true,790791
61,scatter_gather,true,792316
62,scatter_gather,true,124101
62,scatter_gather,true,124099
62,scatter_gather,true,125539
62,scatter_gather,true,124098
62,scatter_gather,true,125538
62,scatter_gather,true,125540
62,scatter_gather,true,131258
62,scatter_gather,true,126926
62,scatter_gather,true,129823
62,scatter_gather,true,129821
63,scatter_gather,true,809873
63,scatter_gather,true,808379
63,scatter_gather,true,809872
63,scatter_gather,true,808380
63,scatter_gather,true,808384
63,scatter_gather,true,811271
63,scatter_gather,true,815604
63,scatter_gather,true,811267
63,scatter_gather,true,812793
63,scatter_gather,true,811287
64,scatter_gather,true,99478
64,scatter_gather,true,99484
64,scatter_gather,true,99473
64,scatter_gather,true,99483
64,scatter_gather,true,99490
64,scatter_gather,true,100956
64,scatter_gather,true,100953
64,scatter_gather,true,102536
64,scatter_gather,true,106969
64,scatter_gather,true,100947
65,scatter_gather,true,902465
65,scatter_gather,true,902466
65,scatter_gather,true,902462
65,scatter_gather,true,901041
65,scatter_gather,true,902460
65,scatter_gather,true,908105
65,scatter_gather,true,903904
65,scatter_gather,true,908101
65,scatter_gather,true,908104
65,scatter_gather,true,903902
66,scatter_gather,true,622385
66,scatter_gather,true,622382
66,scatter_gather,true,622387
66,scatter_gather,true,622378
66,scatter_gather,true,622376
66,scatter_gather,true,625288
66,scatter_gather,true,625284
66,scatter_gather,true,623782
66,scatter_gather,true,625290
66,scatter_gather,true,625285
67,scatter_gather,true,844113
67,scatter_gather,true,844111
67,scatter_gather,true,845550
67,scatter_gather,true,845562
67,scatter_gather,true,845549
67,scatter_gather,true,851199
67,scatter_gather,true,849947
67,scatter_gather,true,849933
67,scatter_gather,true,852660
67,scatter_gather,true,848494
68,scatter_gather,true,258080
68,scatter_gather,true,258075
68,scatter_gather,true,258078
68,scatter_gather,true,256548
68,scatter_gather,true,258079
68,scatter_gather,true,265176
68,scatter_gather,true,263762
68,scatter_gather,true,263766
68,scatter_gather,true,263763
68,scatter_gather,true,265172
69,scatter_gather,true,806909
69,scatter_gather,true,806905
69,scatter_gather,true,806907
69,scatter_gather,true,806912
69,scatter_gather,true,806910
69,scatter_gather,true,811277
69,scatter_gather,true,811272
69,scatter_gather,true,809874
69,scatter_gather,true,811274
69,scatter_gather,true,808385
70,scatter_gather,true,824165
70,scatter_gather,true,824169
70,scatter_gather,true,824167
70,scatter_gather,true,824166
70,scatter_gather,true,824168
70,scatter_gather,true,829909
70,scatter_gather,true,831333
70,scatter_gather,true,831335
70,scatter_gather,true,829913
70,scatter_gather,true,825560
71,scatter_gather,true,829911
71,scatter_gather,true,828345
71,scatter_gather,true,828347
71,scatter_gather,true,828349
71,scatter_gather,true,828343
71,scatter_gather,true,832750
71,scatter_gather,true,834096
71,scatter_gather,true,829917
71,scatter_gather,true,834092
71,scatter_gather,true,832747
72,scatter_gather,true,756621
72,scatter_gather,true,755150
72,scatter_gather,true,756619
72,scatter_gather,true,756624
72,scatter_gather,true,756625
72,scatter_gather,true,759456
72,scatter_gather,true,763968
72,scatter_gather,true,758016
72,scatter_gather,true,759462
72,scatter_gather,true,758015
73,scatter_gather,true,238919
73,scatter_gather,true,238921
73,scatter_gather,true,238920
73,scatter_gather,true,238916
73,scatter_gather,true,238922
73,scatter_gather,true,241593
73,scatter_gather,true,246090
73,scatter_gather,true,244641
73,scatter_gather,true,244635
73,scatter_gather,true,246091
74,scatter_gather,true,700373
74,scatter_gather,true,701971
74,scatter_gather,true,700370
74,scatter_gather,true,701968
74,scatter_gather,true,700371
74,scatter_gather,true,709355
74,scatter_gather,true,708080
74,scatter_gather,true,703392
74,scatter_gather,true,701972
74,scatter_gather,true,708077
75,scatter_gather,true,104077
75,scatter_gather,true,104075
75,scatter_gather,true,102545
75,scatter_gather,true,104079
75,scatter_gather,true,102546
75,scatter_gather,true,109865
75,scatter_gather,true,108421
75,scatter_gather,true,109863
75,scatter_gather,true,106973
75,scatter_gather,true,111199
76,gather_scatter,true,951155
76,gather_scatter,true,949629
76,gather_scatter,true,951153
76,gather_scatter,true,949626
76,gather_scatter,true,949631
76,gather_scatter,true,956969
76,gather_scatter,true,959813
76,gather_scatter,true,952740
76,gather_scatter,true,956968
76,gather_scatter,true,954226
77,gather_scatter,true,60355
77,gather_scatter,true,61894
77,gather_scatter,true,61892
77,gather_scatter,true,63220
77,gather_scatter,true,63219
77,gather_scatter,true,69122
77,gather_scatter,true,70701
77,gather_scatter,true,66213
77,gather_scatter,true,70707
77,gather_scatter,true,67685
78,gather_scatter,true,733684
78,gather_scatter,true,735145
78,gather_scatter,true,735146
78,gather_scatter,true,736658
78,gather_scatter,true,733679
78,gather_scatter,true,742358
78,gather_scatter,true,741020
78,gather_scatter,true,742355
78,gather_scatter,true,738057
78,gather_scatter,true,741021
79,gather_scatter,true,792320
79,gather_scatter,true,793802
79,gather_scatter,true,792318
79,gather_scatter,true,792307
79,gather_scatter,true,792319
79,gather_scatter,true,795233
79,gather_scatter,true,795234
79,gather_scatter,true,798125
79,gather_scatter,true,799669
79,gather_scatter,true,796699
80,gather_scatter,true,933780
80,gather_scatter,true,933774
80,gather_scatter,true,932364
80,gather_scatter,true,930897
80,gather_scatter,true,932361
80,gather_scatter,true,938076
80,gather_scatter,true,936564
80,gather_scatter,true,939562
80,gather_scatter,true,933782
80,gather_scatter,true,935148
81,gather_scatter,true,459705
81,gather_scatter,true,459702
81,gather_scatter,true,461245
81,gather_scatter,true,461246
81,gather_scatter,true,459708
81,gather_scatter,true,467071
81,gather_scatter,true,469939
81,gather_scatter,true,468550
81,gather_scatter,true,462691
81,gather_scatter,true,465573
82,gather_scatter,true,790786
82,gather_scatter,true,792312
82,gather_scatter,true,790783
82,gather_scatter,true,790782
82,gather_scatter,true,792321
82,gather_scatter,true,793805
82,gather_scatter,true,796690
82,gather_scatter,true,798126
82,gather_scatter,true,799673
82,gather_scatter,true,798123
83,gather_scatter,true,929501
83,gather_scatter,true,929506
83,gather_scatter,true,929502
83,gather_scatter,true,930902
83,gather_scatter,true,929498
83,gather_scatter,true,939556
83,gather_scatter,true,933779
83,gather_scatter,true,933785
83,gather_scatter,true,936567
83,gather_scatter,true,933773
84,gather_scatter,true,98099
84,gather_scatter,true,98102
84,gather_scatter,true,99491
84,gather_scatter,true,99472
84,gather_scatter,true,99481
84,gather_scatter,true,105645
84,gather_scatter,true,105644
84,gather_scatter,true,100950
84,gather_scatter,true,108413
84,gather_scatter,true,106970
85,gather_scatter,true,128305
85,gather_scatter,true,126927
85,gather_scatter,true,128304
85,gather_scatter,true,129819
85,gather_scatter,true,128306
85,gather_scatter,true,135397
85,gather_scatter,true,134040
85,gather_scatter,true,129824
85,gather_scatter,true,136817
85,gather_scatter,true,135400
86,gather_scatter,true,771057
86,gather_scatter,true,771058
86,gather_scatter,true,772474
86,gather_scatter,true,771059
86,gather_scatter,true,769569
86,gather_scatter,true,775317
86,gather_scatter,true,776756
86,gather_scatter,true,773871
86,gather_scatter,true,776765
86,gather_scatter,true,776761
87,gather_scatter,true,739472
87,gather_scatter,true,738048
87,gather_scatter,true,738052
87,gather_scatter,true,738053
87,gather_scatter,true,738054
87,gather_scatter,true,745338
87,gather_scatter,true,748221
87,gather_scatter,true,748223
87,gather_scatter,true,742356
87,gather_scatter,true,743840
88,gather_scatter,true,139731
88,gather_scatter,true,139734
88,gather_scatter,true,138400
88,gather_scatter,true,138402
88,gather_scatter,true,139727
88,gather_scatter,true,145550
88,gather_scatter,true,142732
88,gather_scatter,true,144124
88,gather_scatter,true,148206
88,gather_scatter,true,144120
89,gather_scatter,true,487284
89,gather_scatter,true,487282
89,gather_scatter,true,487278
89,gather_scatter,true,487280
89,gather_scatter,true,488682
89,gather_scatter,true,497066
89,gather_scatter,true,491474
89,gather_scatter,true,497068
89,gather_scatter,true,492874
89,gather_scatter,true,494296
90,gather_scatter,true,39018
90,gather_scatter,true,37621
90,gather_scatter,true,37623
90,gather_scatter,true,37622
90,gather_scatter,true,37620
90,gather_scatter,true,47666
90,gather_scatter,true,46161
90,gather_scatter,true,41896
90,gather_scatter,true,41894
90,gather_scatter,true,43289
91,gather_scatter,true,789222
91,gather_scatter,true,789227
91,gather_scatter,true,789223
91,gather_scatter,true,789229
91,gather_scatter,true,790785
91,gather_scatter,true,796695
91,gather_scatter,true,795232
91,gather_scatter,true,799666
91,gather_scatter,true,790790
91,gather_scatter,true,793800
92,gather_scatter,true,31933
92,gather_scatter,true,31932
92,gather_scatter,true,31926
92,gather_scatter,true,33324
92,gather_scatter,true,31940
92,gather_scatter,true,39020
92,gather_scatter,true,41892
92,gather_scatter,true,39021
92,gather_scatter,true,33325
92,gather_scatter,true,36180
93,gather_scatter,true,902461
93,gather_scatter,true,903905
93,gather_scatter,true,902468
93,gather_scatter,true,902475
93,gather_scatter,true,903900
93,gather_scatter,true,908110
93,gather_scatter,true,912634
93,gather_scatter,true,912632
93,gather_scatter,true,905313
93,gather_scatter,true,912630
94,gather_scatter,true,846925
94,gather_scatter,true,846920
94,gather_scatter,true,845554
94,gather_scatter,true,846919
94,gather_scatter,true,845555
94,gather_scatter,true,849940
94,gather_scatter,true,851195
94,gather_scatter,true,855450
94,gather_scatter,true,848501
94,gather_scatter,true,849954
95,gather_scatter,true,796696
95,gather_scatter,true,796700
95,gather_scatter,true,798122
95,gather_scatter,true,796693
95,gather_scatter,true,798120
95,gather_scatter,true,802624
95,gather_scatter,true,801173
95,gather_scatter,true,801181
95,gather_scatter,true,799671
95,gather_scatter,true,805461
96,structuring,true,412550
96,structuring,true,422408
96,structuring,true,418224
96,structuring,true,408427
96,structuring,true,420953
96,structuring,true,409781
96,structuring,true,413976
96,structuring,true,422409
96,structuring,true,423904
96,structuring,true,408426
96,structuring,true,415356
96,structuring,true,406891
96,structuring,true,419601
96,structuring,true,425378
96,structuring,true,418225
97,structuring,true,250520
97,structuring,true,259537
97,structuring,true,259543
97,structuring,true,259555
97,structuring,true,241589
97,structuring,true,244630
97,structuring,true,256547
97,structuring,true,243214
97,structuring,true,260918
97,structuring,true,259549
97,structuring,true,259554
97,structuring,true,243210
97,structuring,true,253479
97,structuring,true,259560
97,structuring,true,251988
98,structuring,true,80751
98,structuring,true,67696
98,structuring,true,79278
98,structuring,true,73525
98,structuring,true,64715
98,structuring,true,70697
98,structuring,true,67682
98,structuring,true,63221
98,structuring,true,64712
98,structuring,true,76325
98,structuring,true,80765
98,structuring,true,74799
98,structuring,true,73519
98,structuring,true,64717
98,structuring,true,64718
99,structuring,true,738051
99,structuring,true,739450
99,structuring,true,739456
99,structuring,true,753635
99,structuring,true,736664
99,structuring,true,742348
99,structuring,true,739457
99,structuring,true,745337
99,structuring,true,739439
99,structuring,true,739474
99,structuring,true,755148
99,structuring,true,755149
99,structuring,true,743846
99,structuring,true,752310
99,structuring,true,756616
100,structuring,true,842698
100,structuring,true,841140
100,structuring,true,841142
100,structuring,true,851196
100,structuring,true,853970
100,structuring,true,851191
100,structuring,true,859681
100,structuring,true,852657
100,structuring,true,859680
100,structuring,true,852663
100,structuring,true,856841
100,structuring,true,852653
100,structuring,true,856834
100,structuring,true,861120
100,structuring,true,858282
